Male ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
x+20,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+21,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+22,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+23,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+24,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+25,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+26,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+27,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+28,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+29,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+30,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+31,0.00038935,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+32,0.00038935,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+33,0.00038935,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
x+34,0.00038935,0.00038935,0.000441105,0.000493526,0.000545843,0.000597361,0.000647495,0.000695803,0.000741997,0.000785956,0.000827731,0.000867532,0.000905728,0.000942829,0.000979487,0.00101648,0.001054719,0.001095251,0.001139277,0.001188179,0.001243561,0.001307314,0.001381697,0.001469459,0.001573993,0.001699562,0.001819138,0.00196546,0.002145107,0.002366014,0.002637803,0.002972167,0.003376874,0.003873359,0.004480935,0.005221675,0.006119832,0.007200651,0.008490143,0.010015691,0.011805763,0.013889679,0.016297694,0.019061615,0.022216196,0.025801569,0.029867021,0.034475286,0.039694018,0.045576101,0.052141719,0.059355117,0.067097681,0.075166281,0.083292683,0.091156802,0.09840749,0.10850952,0.117882672,0.126129749,0.13224385,0.136580723,0.139023066,0.13958013,0.138550762,0.137528985,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744,0.136514744
